Packet,Latency_us,Result
15412,394.8,1
15413,527.7,1
15414,386.6,1
15415,391.9,1
15416,396.0,1
15417,521.8,1
15418,390.9,1
15419,513.1,1
15420,404.2,1
15421,390.9,1
15422,390.6,1
15423,395.6,1
15424,401.6,1
15425,517.8,1
15426,387.8,1
15427,404.2,1
15428,383.6,1
15429,520.4,1
15430,402.0,1
15431,387.6,1
15432,388.6,1
15433,533.9,1
15434,384.5,1
15435,389.3,1
15436,403.8,1
15437,515.8,1
15438,389.4,1
15439,403.3,1
15440,386.2,1
15441,520.7,1
15442,404.4,1
15443,382.8,1
15444,390.9,1
15445,398.9,1
15446,519.3,1
15447,388.2,1
15448,404.1,1
15449,514.9,1
15450,389.1,1
15451,402.1,1
15452,386.5,1
15453,520.9,1
15454,403.5,1
15455,386.8,1
15456,386.6,1
15457,557.2,1
15458,492.4,1
15459,530.4,1
15460,519.7,1
15461,389.3,1
15462,529.7,1
15463,386.8,1
15464,521.1,1
15465,402.2,1
15466,387.2,1
15467,387.4,1
15468,536.9,1
15469,382.6,1
15470,389.8,1
15471,402.3,1
15472,518.5,1
15473,388.3,1
15474,400.0,1
15475,387.1,1
15476,392.8,1
15477,405.6,1
15478,510.0,1
15479,391.6,1
15480,529.7,1
15481,387.9,1
15482,390.1,1
15483,402.5,1
15484,386.6,1
15485,395.2,1
15486,543.4,1
15487,498.9,1
15488,390.7,1
15489,405.8,1
15490,381.7,1
15491,389.4,1
15492,533.1,1
15493,385.9,1
15494,395.9,1
15495,387.5,1
15496,522.7,1
15497,395.5,1
15498,400.6,1
15499,385.7,1
15500,520.2,1
15501,402.7,1
15502,384.1,1
15503,390.3,1
15504,401.2,1
15505,386.6,1
15506,390.0,1
15507,535.0,1
15508,515.5,1
15509,389.4,1
15510,401.8,1
15511,386.2,1
15512,390.3,1
15513,404.8,1
15514,381.9,1
15515,521.2,1
15516,401.2,1
15517,386.5,1
15518,390.4,1
15519,534.9,1
15520,515.9,1
15521,388.8,1
15522,401.0,1
15523,386.5,1
15524,521.6,1
15525,402.3,1
15526,384.2,1
15527,389.4,0
15528,525.0,1
15529,391.4,1
15530,392.1,1
15531,407.1,1
15532,512.6,1
15533,405.6,1
15534,382.1,1
15535,404.5,1
15536,389.0,1
15537,386.7,1
15538,414.7,1
15539,505.4,1
15540,520.9,1
15541,549.2,1
15542,493.5,1
15543,521.8,1
15544,389.4,1
15545,390.1,1
15546,402.1,1
15547,519.1,1
15548,388.9,1
15549,403.1,1
15550,384.8,1
15551,521.1,1
15552,403.4,1
15553,383.5,1
15554,390.0,1
15555,532.7,1
15556,386.1,1
15557,389.4,1
15558,404.8,1
15559,514.8,1
15560,386.9,1
15561,404.1,1
15562,386.2,1
15563,521.3,1
15564,404.3,1
15565,382.0,1
15566,389.9,1
15567,528.3,1
15568,388.4,1
15569,392.9,1
15570,395.3,1
15571,520.1,1
15572,406.6,1
15573,381.2,1
15574,389.0,1
15575,532.2,1
15576,386.8,1
15577,389.8,1
15578,402.1,1
15579,516.9,1
15580,390.1,1
15581,401.6,1
15582,386.0,1
15583,521.4,1
15584,395.2,1
15585,389.9,1
15586,392.3,1
15587,396.5,1
15588,522.1,1
15589,399.5,1
15590,388.4,1
15591,384.5,1
15592,528.9,1
15593,392.7,1
15594,389.8,1
15595,401.3,1
15596,520.6,1
15597,387.2,1
15598,397.5,1
15599,391.3,1
15600,519.7,1
15601,398.1,1
15602,391.5,1
15603,413.9,1
15604,508.3,1
15605,387.1,1
15606,389.4,1
15607,400.9,1
15608,516.1,1
15609,389.9,1
15610,401.3,1
15611,387.1,1
15612,521.0,1
15613,403.3,1
15614,383.7,1
15615,397.6,0
15616,523.2,1
15617,389.5,1
15618,395.6,1
15619,391.8,0
15620,529.6,1
15621,385.9,1
15622,405.4,1
15623,380.4,1
15624,517.9,1
15625,399.1,1
15626,388.3,1
15627,389.7,1
15628,403.0,1
15629,516.2,1
15630,390.8,1
15631,402.2,1
15632,385.9,1
15633,518.1,1
15634,406.2,1
15635,383.0,1
15636,389.5,1
15637,535.4,1
15638,382.9,1
15639,390.3,1
15640,399.1,1
15641,518.8,1
15642,390.7,1
15643,400.6,1
15644,386.5,1
15645,524.1,1
15646,402.6,1
15647,382.9,1
15648,389.4,1
15649,533.7,1
15650,386.5,1
15651,392.5,1
15652,398.5,1
15653,518.4,1
15654,386.0,1
15655,400.9,1
15656,389.3,1
15657,518.6,1
15658,399.2,1
15659,386.1,1
15660,393.7,1
15661,536.1,1
15662,382.3,1
15663,390.0,1
15664,404.5,1
15665,514.1,1
15666,389.6,1
15667,400.5,1
15668,386.7,1
15669,389.5,1
15670,532.2,1
15671,387.0,1
15672,390.1,1
15673,405.1,1
15674,514.2,1
15675,392.3,1
15676,400.2,1
15677,402.8,1
15678,502.9,1
15679,401.3,1
15680,388.2,1
15681,387.7,1
15682,533.6,1
15683,384.9,1
15684,390.2,1
15685,401.3,1
15686,513.3,1
15687,398.6,1
15688,393.3,1
15689,387.4,1
15690,528.8,1
15691,391.6,1
15692,388.7,1
15693,398.8,1
15694,521.9,1
15695,388.4,1
15696,398.5,1
15697,392.0,1
15698,517.7,1
15699,400.5,1
15700,389.9,1
15701,387.6,1
15702,529.0,1
15703,393.2,1
15704,384.0,1
15705,403.1,1
15706,521.1,1
15707,387.3,1
15708,398.3,1
15709,393.6,1
15710,524.4,1
15711,391.7,1
15712,390.6,1
15713,394.4,1
15714,520.1,1
15715,391.1,1
15716,389.9,1
15717,406.0,1
15718,383.5,1
15719,517.6,1
15720,400.2,1
15721,392.3,1
15722,386.4,1
15723,529.4,1
15724,391.3,1
15725,389.0,1
15726,398.2,1
15727,522.3,1
15728,387.6,1
15729,399.9,1
15730,390.2,1
15731,517.5,1
15732,401.9,1
15733,389.9,1
15734,388.3,1
15735,530.7,1
15736,390.4,1
15737,384.1,1
15738,403.3,1
15739,520.5,1
15740,388.0,1
15741,398.4,1
15742,393.2,1
15743,515.7,1
15744,401.5,1
15745,389.5,1
15746,389.2,1
15747,530.1,1
15748,389.2,1
15749,387.5,1
15750,398.8,1
15751,534.9,1
15752,522.5,1
15753,533.6,1
15754,501.0,1
15755,563.6,1
15756,509.2,1
15757,506.9,1
15758,515.8,1
15759,524.6,1
15760,384.8,1
15761,397.0,1
15762,530.1,1
15763,384.6,1
15764,389.2,1
15765,401.1,1
15766,519.8,1
15767,388.3,1
15768,392.6,1
15769,391.7,1
15770,524.2,1
15771,406.8,1
15772,381.8,1
15773,389.5,1
15774,520.8,1
15775,395.1,1
15776,392.6,1
15777,406.1,1
15778,513.9,1
15779,388.5,1
15780,399.0,1
15781,386.8,1
15782,524.0,1
15783,422.1,1
15784,506.6,1
15785,389.4,1
15786,382.7,1
15787,392.3,0
15788,393.6,1
15789,391.8,1
15790,536.3,1
15791,385.1,1
15792,386.6,1
15793,400.2,1
15794,394.2,1
15795,515.3,1
15796,397.9,1
15797,390.9,1
15798,388.3,1
15799,530.3,1
15800,390.6,1
15801,387.8,1
15802,402.0,1
15803,521.1,1
15804,385.6,1
15805,399.6,1
15806,390.0,1
15807,519.9,1
15808,399.6,1
15809,388.2,1
15810,388.8,1
15811,532.8,1
15812,386.0,1
15813,389.9,1
15814,402.0,1
15815,517.3,1
15816,389.6,1
15817,394.1,1
15818,391.2,1
15819,530.4,1
15820,386.0,1
15821,469.0,1
15822,458.8,1
15823,385.0,1
15824,389.6,1
15825,396.4,1
15826,395.7,1
15827,519.0,1
15828,395.1,1
15829,385.4,1
15830,392.2,1
15831,537.1,1
15832,383.7,1
15833,392.0,1
15834,396.7,1
15835,520.2,1
15836,393.4,1
15837,391.8,1
15838,389.5,1
15839,535.6,1
15840,387.3,1
15841,387.0,1
15842,397.1,1
15843,523.4,1
15844,387.8,1
15845,397.3,1
15846,391.9,1
15847,521.8,1
15848,395.3,1
15849,392.4,1
15850,387.9,1
15851,400.5,1
15852,521.1,1
15853,387.3,1
15854,399.7,1
15855,520.7,1
15856,388.2,1
15857,397.7,1
15858,392.2,1
15859,443.9,1
15860,484.2,1
15861,387.4,1
15862,379.0,1
15863,391.9,1
15864,532.5,1
15865,386.1,1
15866,390.2,1
15867,536.9,1
15868,383.5,1
15869,392.3,1
15870,401.1,1
15871,515.9,1
15872,388.3,1
15873,398.9,1
15874,387.1,1
15875,396.8,1
15876,521.7,1
15877,389.4,1
15878,399.8,1
15879,392.8,1
15880,515.9,1
15881,397.7,1
15882,391.5,1
15883,520.2,1
15884,529.8,1
15885,539.1,1
15886,509.8,1
15887,384.0,1
15888,524.9,1
15889,392.4,1
15890,523.9,1
15891,393.8,1
15892,390.0,1
15893,391.9,1
15894,533.8,1
15895,402.3,1
15896,374.9,1
15897,401.1,1
15898,514.4,1
15899,388.6,1
15900,400.1,1
15901,390.6,1
15902,388.8,1
15903,404.4,1
15904,514.9,1
15905,390.7,1
15906,533.8,1
15907,384.2,1
15908,389.9,1
15909,401.4,1
15910,519.2,1
15911,387.9,1
15912,401.1,1
15913,387.2,1
15914,520.6,1
15915,404.7,1
15916,383.5,1
15917,389.0,1
15918,531.8,1
15919,389.1,1
15920,388.5,1
15921,400.5,1
15922,518.3,1
15923,389.6,1
15924,400.0,1
15925,387.3,1
15926,522.7,1
15927,401.1,1
15928,385.3,1
15929,389.0,1
15930,532.6,1
15931,386.9,1
15932,390.3,1
15933,399.8,1
15934,525.8,1
15935,516.2,1
15936,521.5,1
15937,528.0,1
15938,385.7,1
15939,394.0,1
15940,535.3,1
15941,388.3,1
15942,386.1,1
15943,400.7,1
15944,517.6,1
15945,391.2,1
15946,396.5,1
15947,389.8,1
15948,518.9,1
15949,400.3,1
15950,391.9,1
15951,394.1,1
15952,527.6,1
15953,519.1,1
15954,388.1,1
15955,398.9,1
15956,389.5,1
15957,518.1,1
15958,400.9,1
15959,391.8,1
15960,387.6,1
15961,529.3,1
15962,390.5,1
15963,389.9,1
15964,395.5,1
15965,523.9,1
15966,525.1,1
15967,519.7,1
15968,525.6,1
15969,396.3,0
15970,384.7,1
15971,399.3,1
15972,517.8,1
15973,391.3,1
15974,399.3,1
15975,387.1,1
15976,527.5,1
15977,394.9,1
15978,386.6,1
15979,391.9,1
15980,530.1,1
15981,386.7,1
15982,391.3,1
15983,396.6,1
15984,521.0,1
15985,391.5,1
15986,396.4,1
15987,389.8,1
15988,524.6,1
15989,398.0,1
15990,386.1,1
15991,393.3,1
15992,521.6,1
15993,391.2,1
15994,394.8,1
15995,398.5,1
15996,518.4,1
15997,391.7,1
15998,389.6,1
15999,394.0,1
16000,525.1,1
16001,399.3,1
16002,389.1,1
16003,391.6,1
16004,522.0,1
16005,389.6,1
16006,394.1,1
16007,412.5,1
16008,383.9,1
16009,524.5,1
16010,380.6,1
16011,396.4,1
16012,390.5,1
16013,523.6,1
16014,396.9,1
16015,390.3,1
16016,386.2,1
16017,532.9,1
16018,389.4,1
16019,386.6,1
16020,397.8,1
16021,523.7,1
16022,387.8,1
16023,399.6,1
16024,393.6,1
16025,514.8,1
16026,394.1,1
16027,393.5,1
16028,395.8,1
16029,519.6,1
16030,394.2,1
16031,398.3,1
16032,388.0,1
16033,522.8,1
16034,391.1,1
16035,391.3,1
16036,394.7,1
16037,528.4,1
16038,388.6,1
16039,391.6,1
16040,396.7,1
16041,520.3,1
16042,391.9,1
16043,399.1,1
16044,389.1,1
16045,516.0,1
16046,393.7,1
16047,394.7,1
16048,391.7,1
16049,406.0,1
16050,515.2,1
16051,387.3,1
16052,396.5,1
16053,389.1,1
16054,523.2,1
16055,395.7,1
16056,389.7,1
16057,395.4,1
16058,523.0,1
16059,400.9,1
16060,385.1,1
16061,394.5,1
16062,527.5,1
16063,386.9,1
16064,391.2,1
16065,409.9,1
16066,529.4,1
16067,537.6,1
16068,487.5,1
16069,525.8,1
16070,519.3,1
16071,389.2,1
16072,399.7,1
16073,518.7,1
16074,390.2,1
16075,405.0,1
16076,383.4,1
16077,520.4,1
16078,399.7,1
16079,389.6,1
16080,388.2,1
16081,538.7,1
16082,525.1,1
16083,524.1,1
16084,528.6,1
16085,508.9,1
16086,386.9,1
16087,397.2,1
16088,391.1,1
16089,529.6,1
16090,390.8,1
16091,386.8,1
16092,396.3,1
16093,523.0,1
16094,388.8,1
16095,396.9,1
16096,384.8,1
16097,520.7,1
16098,398.9,1
16099,387.5,1
16100,392.3,1
16101,528.3,1
16102,390.8,1
16103,400.0,1
16104,396.1,1
16105,516.5,1
16106,389.2,1
16107,394.1,1
16108,387.2,1
16109,532.1,1
16110,482.7,1
16111,435.9,1
16112,512.9,1
16113,400.4,1
16114,517.7,1
16115,402.9,1
16116,550.0,1
16117,515.4,1
16118,361.1,1
16119,398.7,1
16120,521.2,1
16121,395.3,1
16122,387.8,1
16123,391.4,1
16124,525.5,1
16125,390.8,1
16126,400.5,1
16127,391.2,1
16128,519.3,1
16129,389.7,1
16130,393.3,1
16131,399.4,1
16132,524.5,1
16133,392.1,1
16134,392.0,1
16135,387.9,1
16136,396.4,1
16137,524.0,1
16138,390.0,1
16139,391.8,1
16140,391.3,1
16141,528.6,1
16142,393.9,1
16143,392.9,1
16144,391.6,1
16145,523.6,1
16146,393.6,1
16147,390.4,1
16148,392.2,1
16149,524.1,1
16150,389.8,1
16151,395.2,1
16152,397.4,1
16153,520.3,1
16154,391.3,1
16155,396.1,1
16156,388.0,1
16157,523.4,1
16158,429.1,1
16159,485.0,1
16160,394.6,1
16161,417.9,1
16162,509.4,1
16163,515.9,1
16164,520.5,1
16165,520.9,1
16166,394.3,1
16167,398.0,1
16168,523.0,1
16169,385.9,1
16170,392.0,1
16171,396.5,1
16172,520.3,1
16173,391.6,1
16174,400.1,1
16175,385.0,1
16176,391.9,1
16177,526.8,1
16178,390.2,1
16179,397.8,1
16180,396.3,1
16181,520.9,1
16182,386.1,1
16183,393.6,1
16184,398.1,1
16185,521.5,1
16186,392.1,1
16187,391.9,1
16188,393.5,1
16189,522.2,1
16190,394.7,1
16191,391.5,1
16192,391.4,1
16193,521.8,1
16194,396.0,1
16195,391.6,1
16196,426.2,1
16197,494.2,1
16198,380.6,1
16199,392.6,1
16200,392.3,1
16201,525.6,1
16202,400.5,1
16203,387.1,1
16204,391.4,1
16205,530.8,1
16206,386.7,1
16207,398.0,1
16208,389.7,1
16209,526.2,1
16210,391.4,1
16211,397.2,1
16212,384.4,1
16213,519.6,1
16214,396.4,1
16215,390.0,1
16216,391.1,1
16217,396.8,1
16218,521.0,1
16219,396.0,1
16220,388.2,1
16221,391.3,1
16222,534.9,1
16223,383.7,0
16224,392.1,1
16225,400.0,1
16226,517.3,1
16227,388.3,1
16228,400.7,1
16229,386.8,1
16230,524.2,1
16231,399.7,1
16232,413.5,1
16233,495.0,1
16234,391.1,1
16235,394.2,1
16236,388.6,1
16237,447.7,1
16238,473.0,0
16239,389.6,1
16240,399.9,1
16241,388.8,1
16242,519.5,1
16243,417.6,1
16244,507.1,1
16245,389.0,1
16246,403.5,1
16247,383.1,1
16248,390.2,1
16249,401.1,1
16250,514.8,1
16251,389.6,1
16252,402.6,1
16253,385.6,1
16254,748.7,1
16255,451.3,1
16256,500.0,1
16257,538.4,1
16258,380.6,1
16259,387.8,1
16260,402.2,1
16261,516.2,1
16262,390.0,1
16263,402.0,1
16264,385.3,1
16265,523.2,1
16266,396.1,1
16267,388.3,1
16268,425.6,1
16269,488.3,1
16270,392.7,1
16271,405.9,1
16272,389.2,1
16273,515.7,1
16274,394.0,1
16275,392.5,1
16276,387.5,1
16277,530.6,1
16278,390.1,1
16279,387.1,1
16280,399.5,1
16281,392.2,1
16282,520.5,1
16283,396.9,1
16284,391.5,1
16285,516.8,1
16286,399.4,1
16287,389.8,1
16288,395.2,1
16289,522.4,1
16290,390.1,1
16291,389.6,1
16292,400.3,1
16293,520.8,1
16294,386.9,1
16295,394.8,1
16296,412.9,1
16297,555.6,1
16298,475.1,1
16299,540.2,1
16300,503.9,1
16301,388.4,1
16302,531.8,1
16303,387.7,1
16304,526.5,1
16305,388.3,1
16306,389.8,1
16307,393.0,1
16308,536.7,1
16309,388.3,1
16310,388.4,1
16311,401.3,1
16312,515.6,1
16313,389.5,1
16314,405.9,1
16315,380.0,1
16316,520.0,1
16317,400.6,1
16318,388.3,1
16319,388.6,1
16320,538.2,0
16321,383.1,1
16322,387.2,1
16323,394.1,1
16324,523.4,1
16325,409.3,1
16326,379.1,1
16327,388.1,1
16328,532.5,1
16329,387.5,1
16330,389.8,1
16331,403.3,1
16332,387.0,1
16333,386.5,1
16334,529.4,1
16335,387.0,1
16336,533.4,1
16337,388.8,1
16338,385.7,1
16339,398.8,1
16340,445.0,1
16341,476.8,1
16342,390.0,1
16343,389.6,1
16344,391.1,1
16345,389.2,1
16346,396.3,1
16347,517.4,1
16348,534.1,0
16349,385.4,1
16350,391.0,1
16351,399.3,1
16352,525.9,1
16353,386.6,1
16354,398.5,1
16355,385.4,1
16356,519.7,1
16357,401.1,1
16358,387.0,1
16359,392.8,1
16360,400.8,1
16361,384.5,1
16362,388.7,1
16363,532.0,1
16364,517.9,1
16365,394.5,1
16366,400.6,1
16367,382.7,1
16368,523.5,1
16369,400.6,1
16370,385.0,1
16371,389.4,1
16372,552.5,1
16373,499.3,1
16374,388.5,1
16375,396.3,1
16376,389.4,1
16377,536.5,1
16378,537.3,1
16379,547.0,1
16380,482.2,1
16381,580.0,1
16382,495.7,1
16383,516.2,1
16384,506.6,1
16385,512.4,1
16386,535.2,1
16387,532.9,1
16388,379.5,1
16389,531.5,1
16390,521.8,1
16391,521.3,1
16392,524.7,1
16393,514.0,1
16394,388.8,1
16395,396.7,1
16396,531.0,1
16397,384.1,1
16398,405.5,1
16399,381.1,1
16400,516.1,1
16401,400.9,1
16402,389.3,1
16403,388.8,1
16404,529.1,1
16405,399.4,1
16406,385.6,0
16407,385.9,1
16408,528.9,1
16409,393.8,1
16410,395.5,1
16411,379.8,1
16412,550.5,1
16413,505.1,1
16414,520.7,1
16415,554.6,1
16416,496.1,1
16417,386.2,1
16418,385.9,0
16419,524.9,1
16420,394.7,1
16421,388.8,0
16422,398.0,1
16423,396.8,1
16424,523.8,1
16425,396.9,1
16426,389.3,1
16427,385.5,1
16428,522.9,1
16429,392.6,1
16430,390.3,0
16431,390.9,1
16432,538.4,1
16433,384.7,1
16434,395.4,1
16435,394.2,1
16436,518.0,1
16437,392.6,1
16438,392.8,1
16439,395.5,1
16440,531.2,1
16441,386.9,1
16442,387.8,1
16443,390.1,1
16444,533.3,1
16445,386.3,1
16446,398.0,1
16447,426.8,1
16448,491.9,1
16449,378.9,1
16450,394.5,1
16451,399.1,1
16452,518.0,1
16453,389.6,1
16454,412.9,1
16455,384.1,1
16456,518.8,1
16457,392.1,1
16458,391.6,1
16459,395.1,1
16460,529.9,1
16461,383.0,1
16462,389.4,1
16463,404.9,1
16464,384.9,1
16465,521.9,1
16466,393.9,1
16467,405.0,1
16468,389.1,1
16469,519.4,1
16470,393.8,1
16471,385.7,1
16472,390.5,1
16473,529.3,0
16474,386.0,1
16475,392.0,1
16476,392.1,1
16477,520.5,1
16478,394.8,1
16479,397.7,1
16480,391.6,1
16481,521.6,1
16482,391.3,1
16483,392.6,1
16484,394.5,1
16485,524.9,1
16486,404.5,1
16487,395.8,1
16488,389.7,1
16489,511.7,1
16490,388.4,1
16491,396.6,1
16492,393.7,1
16493,524.2,1
16494,393.3,1
16495,393.9,1
16496,391.0,1
16497,521.0,1
16498,397.2,1
16499,394.2,1
16500,399.6,1
16501,513.8,1
16502,387.5,1
16503,392.1,1
16504,395.4,1
16505,403.6,1
16506,528.9,1
16507,382.7,1
16508,383.4,1
16509,394.3,1
16510,524.9,1
16511,393.1,1
16512,395.6,1
16513,399.4,1
16514,515.2,0
16515,409.6,1
16516,376.5,1
16517,403.8,0
16518,525.3,1
16519,386.5,1
16520,384.1,1
16521,389.5,1
16522,526.8,1
16523,388.5,1
16524,402.0,1
16525,405.6,1
16526,523.5,1
16527,370.6,1
16528,396.1,1
16529,406.5,1
16530,513.4,1
16531,389.6,1
16532,392.7,1
16533,396.0,1
16534,546.4,1
16535,508.1,1
16536,521.8,1
16537,526.8,0
16538,518.3,1
16539,400.8,1
16540,385.2,1
16541,519.0,1
16542,387.2,1
16543,399.8,1
16544,395.6,1
16545,517.2,1
16546,407.1,1
16547,380.4,1
16548,407.9,1
16549,372.4,1
16550,527.9,1
16551,384.7,1
16552,403.5,1
16553,395.2,1
16554,512.6,1
16555,392.3,1
16556,398.8,1
16557,399.8,1
16558,514.4,1
16559,391.0,1
16560,408.8,1
16561,381.1,1
16562,520.8,1
16563,393.1,1
16564,390.8,1
16565,391.8,0
16566,525.6,1
16567,392.1,1
16568,399.3,1
16569,402.5,1
16570,511.6,1
16571,384.8,1
16572,399.8,1
16573,387.4,1
16574,525.6,1
16575,394.3,1
16576,386.4,1
16577,407.7,1
16578,509.0,1
16579,420.8,1
16580,371.1,1
16581,382.2,1
16582,536.7,1
16583,377.4,1
16584,396.6,1
16585,395.1,1
16586,521.4,1
16587,402.9,1
16588,392.6,1
16589,384.7,1
16590,389.7,1
16591,524.2,1
16592,408.7,1
16593,394.3,1
16594,387.7,1
16595,514.6,1
16596,392.8,1
16597,395.9,1
16598,393.4,1
16599,531.4,1
16600,376.6,1
16601,395.4,1
16602,391.3,1
16603,539.1,1
16604,391.6,1
16605,387.2,1
16606,386.3,1
16607,521.3,1
16608,397.1,1
16609,394.9,1
16610,384.6,1
16611,525.1,1
16612,398.4,1
16613,393.7,1
16614,384.0,1
16615,532.3,1
16616,404.8,1
16617,381.5,1
16618,395.8,0
16619,512.8,1
16620,390.7,1
16621,405.1,1
16622,381.9,1
16623,536.6,1
16624,387.5,1
16625,395.7,1
16626,380.1,1
16627,520.7,1
16628,411.7,1
16629,381.7,1
16630,391.1,1
16631,393.0,0
16632,516.4,1
16633,395.1,1
16634,393.1,1
16635,397.7,1
16636,536.1,1
16637,502.2,1
16638,393.8,1
16639,395.6,1
16640,398.2,1
16641,389.9,1
16642,392.9,1
16643,404.2,1
16644,519.9,1
16645,387.1,1
16646,389.2,1
16647,392.4,1
16648,515.9,1
16649,392.2,1
16650,397.0,1
16651,392.6,1
16652,527.9,1
16653,389.7,1
16654,398.1,1
16655,390.7,1
16656,513.7,1
16657,394.3,1
16658,393.2,1
16659,388.5,1
16660,527.0,1
16661,395.4,1
16662,390.7,1
16663,395.4,1
16664,522.6,1
16665,391.0,1
16666,394.3,1
16667,392.9,1
16668,524.0,1
16669,394.9,1
16670,390.6,1
16671,391.0,1
16672,522.0,1
16673,399.8,1
16674,388.2,1
16675,394.4,1
16676,390.8,1
16677,518.8,1
16678,394.4,1
16679,395.5,1
16680,520.6,1
16681,411.3,1
16682,385.9,1
16683,379.8,1
16684,535.7,1
16685,511.3,1
16686,395.5,1
16687,393.4,1
16688,391.5,0
16689,392.5,1
16690,396.5,1
16691,394.1,1
16692,387.9,1
16693,527.2,1
16694,389.1,1
16695,394.1,1
16696,525.3,1
16697,390.2,1
16698,394.1,1
16699,394.8,1
16700,532.3,1
16701,383.2,1
16702,392.8,1
16703,391.5,1
16704,552.4,1
16705,509.7,0
16706,520.0,1
16707,511.8,1
16708,537.2,1
16709,378.2,1
16710,402.4,1
16711,527.7,1
16712,378.3,1
16713,392.1,1
16714,392.5,1
16715,519.2,1
16716,403.5,1
16717,391.6,1
16718,384.1,1
16719,530.7,1
16720,406.4,1
16721,517.1,1
16722,510.8,1
16723,389.9,1
16724,397.8,1
16725,392.3,1
16726,399.7,1
16727,527.2,1
16728,520.2,1
16729,514.6,1
16730,524.3,1
16731,405.4,1
16732,380.6,1
16733,391.2,1
16734,528.8,1
16735,387.8,1
16736,391.2,1
16737,398.3,1
16738,523.6,1
16739,389.5,1
16740,399.7,1
16741,385.9,1
16742,519.8,1
16743,392.9,1
16744,445.0,1
16745,480.5,1
16746,524.9,1
16747,521.7,1
16748,515.3,1
16749,406.0,1
16750,382.7,1
16751,525.9,1
16752,385.5,1
16753,518.5,1
16754,398.7,1
16755,389.3,1
16756,395.3,1
16757,529.6,1
16758,387.1,1
16759,401.2,1
16760,391.1,1
16761,524.0,1
16762,443.4,1
16763,470.6,1
16764,515.5,1
16765,520.8,1
16766,396.7,1
16767,526.5,1
16768,394.0,1
16769,395.4,1
16770,388.7,1
16771,530.2,1
16772,517.4,1
16773,392.3,1
16774,398.2,1
16775,386.4,1
16776,521.1,1
16777,395.8,1
16778,391.0,1
16779,393.4,1
16780,406.2,1
16781,393.7,1
16782,379.9,1
16783,528.8,1
16784,516.1,1
16785,395.0,1
16786,398.2,1
16787,404.1,1
16788,515.7,1
16789,389.9,1
16790,385.4,1
16791,390.6,1
16792,529.1,1
16793,387.8,1
16794,392.4,1
16795,401.9,1
16796,385.4,1
16797,389.2,1
16798,398.6,1
16799,386.8,1
16800,526.3,1
16801,394.8,1
16802,393.4,1
16803,392.0,1
16804,529.2,1
16805,384.1,1
16806,391.1,1
16807,391.9,1
16808,525.2,0
16809,405.3,1
16810,386.4,1
16811,407.3,1
16812,518.9,1
16813,426.6,1
16814,480.8,1
16815,386.2,1
16816,528.1,1
16817,405.1,1
16818,528.2,1
16819,504.0,1
16820,520.7,1
16821,393.0,1
16822,394.6,1
16823,521.9,1
16824,393.3,1
16825,393.6,1
16826,391.2,1
16827,541.6,1
16828,379.6,1
16829,384.8,1
16830,397.8,0
16831,520.1,1
16832,399.6,1
16833,394.9,1
16834,386.5,1
16835,521.4,1
16836,397.6,1
16837,388.7,1
16838,392.9,1
16839,427.4,1
16840,492.2,1
16841,386.8,1
16842,402.2,1
16843,387.1,1
16844,524.6,1
16845,426.0,1
16846,520.6,1
16847,511.2,1
16848,529.7,1
16849,523.7,1
16850,365.6,1
16851,527.4,1
16852,389.8,1
16853,403.8,1
16854,381.1,0
16855,522.8,1
16856,393.2,1
16857,397.3,1
16858,384.1,1
16859,528.7,1
16860,387.7,1
16861,394.7,1
16862,397.3,1
16863,523.2,1
16864,389.6,1
16865,396.5,1
16866,391.0,1
16867,521.5,1
16868,397.4,1
16869,388.4,1
16870,414.9,1
16871,509.2,1
16872,382.4,1
16873,398.0,1
16874,386.8,1
16875,528.9,1
16876,393.1,1
16877,389.4,1
16878,395.0,1
16879,391.0,1
16880,521.7,1
16881,394.4,1
16882,393.1,1
16883,391.6,1
16884,526.2,1
16885,384.7,1
16886,394.8,1
16887,392.2,1
16888,526.4,1
16889,392.7,1
16890,443.4,1
16891,481.6,1
16892,382.2,1
16893,399.9,1
16894,392.1,1
16895,390.5,1
16896,558.1,0
16897,490.8,1
16898,387.9,1
16899,407.7,1
16900,379.2,1
16901,388.8,1
16902,391.3,1
16903,390.3,1
16904,530.2,1
16905,391.7,1
16906,397.6,1
16907,387.4,1
16908,526.6,1
16909,396.1,1
16910,393.2,1
16911,388.9,1
16912,553.8,1
16913,493.3,1
16914,525.4,1
16915,518.0,1
16916,525.6,1
16917,387.5,1
16918,392.2,1
16919,541.6,1
16920,379.3,1
16921,390.9,1
16922,396.0,1
16923,389.0,1
16924,522.1,1
16925,420.9,1
16926,374.3,1
16927,386.4,1
16928,521.9,1
16929,393.4,1
16930,389.7,1
16931,396.4,1
16932,519.5,1
16933,394.3,1
16934,405.6,1
16935,396.7,1
16936,512.1,1
16937,390.3,1
16938,392.0,1
16939,396.2,1
16940,520.6,1
16941,390.6,1
16942,392.9,1
16943,395.6,1
16944,532.1,1
16945,520.6,1
16946,386.0,1
16947,390.5,1
16948,394.5,0
16949,389.2,1
16950,393.6,1
16951,396.4,1
16952,524.7,0
16953,390.1,1
16954,398.2,1
16955,386.9,1
16956,558.0,1
16957,508.3,1
16958,530.0,1
16959,526.8,1
16960,509.9,1
16961,417.5,1
16962,497.4,0
16963,385.0,1
16964,391.9,1
16965,391.6,1
