Packet,Latency_us,Result
49999,397.2,1
50000,525.9,1
50001,387.8,1
50002,397.2,1
50003,395.7,1
50004,516.3,1
50005,392.7,1
50006,398.4,1
50007,385.7,1
50008,524.2,1
50009,398.7,1
50010,386.7,1
50011,392.9,1
50012,397.7,1
50013,522.6,1
50014,385.2,1
50015,398.8,1
50016,389.2,1
50017,523.6,1
50018,394.8,1
50019,408.7,1
50020,372.5,1
50021,529.2,1
50022,391.7,1
50023,390.6,1
50024,395.7,1
50025,518.8,1
50026,392.5,1
50027,396.4,1
50028,388.9,1
50029,521.4,1
50030,402.9,1
50031,385.3,1
50032,391.1,1
50033,528.8,1
50034,387.5,1
50035,392.5,1
50036,396.6,1
50037,523.3,1
50038,390.7,1
50039,395.1,1
50040,390.3,1
50041,521.6,1
50042,396.5,1
50043,387.8,1
50044,390.9,1
50045,528.1,1
50046,391.1,1
50047,392.7,1
50048,396.9,1
50049,536.4,1
50050,395.7,1
50051,499.9,1
50052,397.5,1
50053,396.1,1
50054,390.2,1
50055,411.7,1
50056,503.2,1
50057,395.3,1
50058,385.7,1
50059,392.1,1
50060,399.5,1
50061,387.7,1
50062,524.3,1
50063,395.7,1
50064,388.3,1
50065,417.9,1
50066,503.8,1
50067,385.8,1
50068,391.7,1
50069,396.9,1
50070,518.0,1
50071,391.7,1
50072,397.5,1
50073,388.7,1
50074,546.9,1
50075,543.7,1
50076,504.1,1
50077,512.0,1
50078,541.2,1
50079,503.5,1
50080,519.4,1
50081,520.3,1
50082,522.0,1
50083,386.9,1
50084,530.3,1
50085,391.8,1
50086,388.4,1
50087,391.9,1
50088,533.9,1
50089,387.2,0
50090,401.6,1
50091,392.0,1
50092,510.2,1
50093,399.5,1
50094,389.5,0
50095,387.8,1
50096,531.4,1
50097,394.2,1
50098,383.5,1
50099,402.5,1
50100,388.3,1
50101,519.2,1
50102,396.6,1
50103,391.8,1
50104,389.2,1
50105,529.4,1
50106,390.5,1
50107,386.9,1
50108,400.1,1
50109,558.0,1
50110,491.3,1
50111,383.5,1
50112,396.8,1
50113,397.9,1
50114,397.7,1
50115,512.3,1
50116,398.7,1
50117,383.1,1
50118,394.8,1
50119,394.5,1
50120,520.6,1
50121,392.8,1
50122,395.2,1
50123,429.7,1
50124,505.3,1
50125,524.5,1
50126,527.5,1
50127,504.6,1
50128,520.2,1
50129,394.8,1
50130,390.5,1
50131,520.1,1
50132,391.6,1
50133,394.3,1
50134,394.8,1
50135,391.1,1
50136,396.2,1
50137,515.7,1
50138,395.3,1
50139,390.9,1
50140,392.9,1
50141,526.1,1
50142,393.0,1
50143,520.7,1
50144,395.2,1
50145,390.1,1
50146,391.8,1
50147,394.6,1
50148,392.9,1
50149,520.3,1
50150,395.1,1
50151,524.4,1
50152,392.3,1
50153,393.4,1
50154,393.8,1
50155,520.0,1
50156,391.3,1
50157,391.6,1
50158,390.3,1
50159,435.0,1
50160,494.0,1
50161,378.7,1
50162,391.6,1
50163,529.9,1
50164,390.3,1
50165,391.6,0
50166,394.2,1
50167,389.0,1
50168,394.4,1
50169,552.3,1
50170,496.3,1
50171,391.7,1
50172,397.8,1
50173,392.5,1
50174,388.8,1
50175,533.9,1
50176,387.5,1
50177,390.9,1
50178,392.2,1
50179,519.4,1
50180,390.5,0
50181,400.5,1
50182,391.8,1
50183,519.5,1
50184,401.1,1
50185,387.6,1
50186,389.3,1
50187,531.4,1
50188,387.8,1
50189,396.4,1
50190,398.6,1
50191,514.3,1
50192,386.1,1
50193,400.9,1
50194,391.0,1
50195,519.4,1
50196,663.3,1
50197,526.7,1
50198,513.6,1
50199,389.3,1
50200,398.0,1
50201,399.2,1
50202,528.0,1
50203,384.9,1
50204,399.9,1
50205,395.9,1
50206,553.3,1
50207,494.9,1
50208,550.2,1
50209,493.8,1
50210,390.6,1
50211,388.6,1
50212,528.4,1
50213,523.1,1
50214,523.2,1
50215,521.4,1
50216,521.8,1
50217,393.5,1
50218,392.7,1
50219,382.7,1
50220,522.8,1
50221,407.1,1
50222,392.6,1
50223,384.7,1
50224,515.6,1
50225,393.5,1
50226,387.7,1
50227,406.8,1
50228,512.4,1
50229,395.0,1
50230,389.1,1
50231,398.5,1
50232,519.2,1
50233,388.9,1
50234,394.0,1
50235,390.9,1
50236,531.5,1
50237,388.7,1
50238,390.0,1
50239,393.9,1
50240,522.2,1
50241,393.0,1
50242,397.5,1
50243,389.5,1
50244,521.7,1
50245,411.9,1
50246,386.4,1
50247,390.0,1
50248,520.1,1
50249,385.4,1
50250,403.9,1
50251,414.5,0
50252,495.5,1
50253,394.6,1
50254,389.9,1
50255,417.1,1
50256,499.3,1
50257,386.2,1
50258,391.9,1
50259,399.5,1
50260,388.4,1
50261,575.2,1
50262,488.5,0
50263,515.9,1
50264,385.4,1
50265,393.3,1
50266,405.7,1
50267,387.7,1
50268,522.1,1
50269,390.6,1
50270,390.6,1
50271,396.3,1
50272,394.4,1
50273,386.1,1
50274,396.2,0
50275,387.5,1
50276,391.9,1
50277,528.9,1
50278,403.8,1
50279,378.8,1
50280,398.2,1
50281,524.1,1
50282,394.8,1
50283,387.4,1
50284,391.4,1
50285,526.9,1
50286,390.6,1
50287,389.9,1
50288,397.3,1
50289,521.4,1
50290,392.5,1
50291,425.2,1
50292,498.7,1
50293,522.1,1
50294,518.7,1
50295,522.5,1
50296,520.3,1
50297,395.0,1
50298,396.3,1
50299,390.5,1
50300,522.0,0
50301,394.6,0
50302,392.6,1
50303,398.4,1
50304,390.1,1
50305,520.0,1
50306,389.0,1
50307,392.5,1
50308,394.5,1
50309,573.1,1
50310,469.3,1
50311,533.3,1
50312,515.8,1
50313,569.1,1
50314,483.4,1
50315,386.0,1
50316,394.6,1
50317,402.3,1
50318,383.2,1
50319,388.8,1
50320,530.4,1
50321,389.6,1
50322,390.4,1
50323,398.0,1
50324,520.5,1
50325,390.7,1
50326,399.8,1
50327,386.1,1
50328,578.1,1
50329,478.9,1
50330,527.6,0
50331,503.5,1
50332,532.1,1
50333,392.6,1
50334,396.4,1
50335,520.7,1
50336,391.8,1
50337,386.5,1
50338,396.8,1
50339,522.1,1
50340,392.0,1
50341,389.6,1
50342,400.6,1
50343,389.1,1
50344,526.0,1
50345,390.2,1
50346,397.4,1
50347,387.9,1
50348,522.7,1
50349,395.2,1
50350,391.7,1
50351,419.4,1
50352,499.2,1
50353,391.5,1
50354,388.6,1
50355,400.7,1
50356,513.4,1
50357,395.6,1
50358,395.8,1
50359,388.9,0
50360,523.5,1
50361,394.1,1
50362,390.4,1
50363,393.9,1
50364,524.2,1
50365,427.9,1
50366,493.7,1
50367,515.1,1
50368,528.5,1
50369,522.3,1
50370,387.4,1
50371,525.6,1
50372,392.7,1
50373,396.3,1
50374,389.9,1
50375,526.3,1
50376,388.8,1
50377,392.5,1
50378,395.8,1
50379,519.4,1
50380,393.2,1
50381,395.8,1
50382,390.1,1
50383,522.1,1
50384,394.4,1
50385,392.2,1
50386,394.6,1
50387,390.5,1
50388,527.5,1
50389,390.7,1
50390,388.4,1
50391,394.2,1
50392,522.5,1
50393,394.8,1
50394,410.7,1
50395,536.8,1
50396,565.7,1
50397,453.7,1
50398,535.3,0
50399,503.3,1
50400,419.2,1
50401,515.7,1
50402,514.4,1
50403,523.8,1
50404,538.8,1
50405,502.5,1
50406,402.6,1
50407,386.3,1
50408,381.1,1
50409,391.1,1
50410,544.6,1
50411,381.8,1
50412,388.8,1
50413,394.7,0
50414,519.6,1
50415,398.1,1
50416,388.6,1
50417,392.9,1
50418,520.1,1
50419,399.5,1
50420,386.5,1
50421,390.5,1
50422,528.8,1
50423,390.3,1
50424,390.6,1
50425,399.1,1
50426,386.9,1
50427,526.3,1
50428,395.8,1
50429,385.2,1
50430,395.7,1
50431,523.4,1
50432,389.4,1
50433,391.8,1
50434,399.8,1
50435,518.3,1
50436,390.0,1
50437,404.8,1
50438,387.4,1
50439,534.6,1
50440,380.4,1
50441,384.8,1
50442,403.4,1
50443,517.3,1
50444,387.6,1
50445,404.3,1
50446,389.0,1
50447,523.8,1
50448,391.6,1
50449,386.2,0
50450,396.2,1
50451,530.2,1
50452,383.6,1
50453,395.6,1
50454,392.1,1
50455,522.1,1
50456,394.2,1
50457,395.8,1
50458,418.8,1
50459,491.7,1
50460,395.0,1
50461,390.1,1
50462,391.0,1
50463,527.1,1
50464,388.2,1
50465,396.0,1
50466,395.9,1
50467,386.0,1
50468,524.4,1
50469,394.6,1
50470,389.1,1
50471,396.6,1
50472,524.9,1
50473,386.8,1
50474,396.6,1
50475,400.3,1
50476,513.5,1
50477,395.0,1
50478,396.2,1
50479,386.9,1
50480,528.6,1
50481,389.9,1
50482,388.8,1
50483,395.3,1
50484,525.3,1
50485,386.9,0
50486,396.8,1
50487,393.3,1
50488,520.2,1
50489,395.3,1
50490,393.5,1
50491,387.3,1
50492,529.0,1
50493,391.8,1
50494,388.5,1
50495,395.5,1
50496,524.2,1
50497,388.9,1
50498,395.8,1
50499,394.4,1
50500,517.8,1
50501,396.7,1
50502,392.8,1
50503,391.6,1
50504,524.2,1
50505,392.3,1
50506,389.7,1
50507,395.9,1
50508,522.7,1
50509,389.1,1
50510,394.1,1
50511,406.2,1
50512,374.1,1
50513,521.4,1
50514,401.0,1
50515,386.7,1
50516,540.3,1
50517,379.5,1
50518,389.8,1
50519,400.3,1
50520,520.2,1
50521,392.7,1
50522,394.9,1
50523,386.0,1
50524,526.8,1
50525,394.2,1
50526,387.0,1
50527,400.8,1
50528,520.3,1
50529,387.2,1
50530,397.2,1
50531,392.9,1
50532,519.2,1
50533,391.9,1
50534,399.1,1
50535,386.4,1
50536,522.2,1
50537,394.4,1
50538,390.7,1
50539,396.6,1
50540,394.8,1
50541,519.1,1
50542,393.6,1
50543,397.7,1
50544,517.0,1
50545,392.1,1
50546,399.1,1
50547,396.0,1
50548,511.6,1
50549,398.2,1
50550,391.0,1
50551,396.3,1
50552,388.6,1
50553,523.6,1
50554,394.3,1
50555,389.9,1
50556,396.0,1
50557,396.0,1
50558,522.8,1
50559,386.9,1
50560,522.0,1
50561,392.7,1
50562,393.9,1
50563,390.1,1
50564,529.9,1
50565,389.0,1
50566,390.1,1
50567,393.2,1
50568,525.5,1
50569,394.0,1
50570,393.2,1
50571,390.6,1
50572,522.0,1
50573,396.0,1
50574,392.9,1
50575,393.1,1
50576,517.7,1
50577,398.1,1
50578,387.4,1
50579,400.0,1
50580,394.5,1
50581,384.0,1
50582,527.8,1
50583,439.4,1
50584,482.6,1
50585,514.0,1
50586,401.4,1
50587,514.5,1
50588,531.0,1
50589,518.9,1
50590,387.7,1
50591,403.7,1
50592,387.7,1
50593,388.7,1
50594,523.1,0
50595,526.2,1
50596,389.4,1
50597,400.6,1
50598,389.0,1
50599,519.1,1
50600,399.5,1
50601,388.0,1
50602,390.5,1
50603,400.6,1
50604,402.1,1
50605,510.5,0
50606,395.1,1
50607,518.3,0
50608,389.3,1
50609,401.6,1
50610,385.9,1
50611,520.9,1
50612,400.7,1
50613,387.7,1
50614,390.4,1
50615,400.8,1
50616,388.5,1
50617,388.2,1
50618,533.4,1
50619,527.6,1
50620,516.5,1
50621,520.6,1
50622,549.7,1
50623,531.1,1
50624,502.8,1
50625,537.3,1
50626,502.7,1
50627,382.9,1
50628,531.8,1
50629,397.7,1
50630,512.7,1
50631,533.8,1
50632,527.4,1
50633,506.4,1
50634,414.6,1
50635,507.2,1
50636,523.3,1
50637,514.8,1
50638,389.7,1
50639,395.5,1
50640,395.4,1
50641,391.3,1
50642,397.2,1
50643,534.6,1
50644,511.9,1
50645,540.7,1
50646,523.7,1
50647,530.9,1
50648,520.2,1
50649,524.9,1
50650,497.2,1
50651,398.0,1
50652,379.2,1
50653,401.7,1
50654,524.1,1
50655,377.5,1
50656,402.5,1
50657,387.6,1
50658,535.9,1
50659,389.8,1
50660,384.6,1
50661,404.5,1
50662,520.0,1
50663,391.0,1
50664,387.9,1
50665,396.1,1
50666,531.7,1
50667,378.8,1
50668,395.2,1
50669,389.8,1
50670,524.7,1
50671,395.9,1
50672,387.8,1
50673,390.9,1
50674,407.4,1
50675,523.1,1
50676,387.3,1
50677,377.7,1
50678,406.4,1
50679,680.9,1
50680,500.8,1
50681,523.1,0
50682,521.5,1
50683,385.9,1
50684,391.9,1
50685,392.7,1
50686,523.1,1
50687,402.5,1
50688,384.0,1
50689,391.0,1
50690,539.3,1
50691,389.4,1
50692,386.9,1
50693,386.8,1
50694,534.8,1
50695,383.3,1
50696,391.3,1
50697,392.6,1
50698,519.9,1
50699,404.0,1
50700,389.8,1
50701,388.8,1
50702,522.9,1
50703,390.0,1
50704,392.5,1
50705,399.1,1
50706,542.0,1
50707,521.4,1
50708,511.3,1
50709,512.6,1
50710,527.1,1
50711,403.5,1
50712,659.1,1
50713,515.3,1
50714,526.8,1
50715,385.9,1
50716,388.5,1
50717,525.5,1
50718,392.8,1
50719,392.7,1
50720,388.8,1
50721,541.2,1
50722,519.9,1
50723,517.0,0
50724,518.3,1
50725,531.2,1
50726,385.2,1
50727,392.8,1
50728,524.3,1
50729,392.2,1
50730,391.3,1
50731,390.1,1
50732,526.0,1
50733,393.1,1
50734,397.0,1
50735,388.2,1
50736,544.1,1
50737,523.1,1
50738,507.9,1
50739,534.6,1
50740,505.7,1
50741,397.1,1
50742,393.5,1
50743,523.5,1
50744,386.4,1
50745,404.4,1
50746,388.7,1
50747,522.9,1
50748,385.5,1
50749,391.0,1
50750,399.0,1
50751,532.6,1
50752,523.5,1
50753,583.6,1
50754,460.1,1
50755,525.6,1
50756,527.2,1
50757,514.3,1
50758,518.5,1
50759,525.4,1
50760,388.0,1
50761,393.6,1
50762,529.5,1
50763,387.7,1
50764,391.6,1
50765,402.7,1
50766,521.2,1
50767,523.3,1
50768,522.1,1
50769,516.3,1
50770,520.7,1
50771,389.9,1
50772,395.0,1
50773,528.4,1
50774,390.8,1
50775,402.4,1
50776,385.4,1
50777,521.4,1
50778,394.9,1
50779,390.2,1
50780,408.8,1
50781,573.2,1
50782,597.4,1
50783,523.3,0
50784,515.5,1
50785,387.0,1
50786,394.4,1
50787,390.8,1
50788,524.8,1
50789,408.2,1
50790,380.9,1
50791,389.1,1
50792,530.4,1
50793,389.1,1
50794,389.1,1
50795,398.3,1
50796,408.2,1
50797,519.4,1
50798,547.8,1
50799,481.5,1
50800,524.0,1
50801,524.5,1
50802,389.8,1
50803,401.2,1
50804,532.2,1
50805,509.0,1
50806,389.6,1
50807,399.1,1
50808,389.2,1
50809,389.8,1
50810,401.5,1
50811,408.1,1
50812,517.2,1
50813,515.9,1
50814,526.3,1
50815,516.4,1
50816,524.8,1
50817,384.0,1
50818,391.6,1
50819,575.1,1
50820,472.8,1
50821,392.3,1
50822,394.9,1
50823,391.1,1
50824,397.0,1
50825,390.3,1
50826,389.5,1
50827,560.7,1
50828,497.0,1
50829,528.9,1
50830,520.8,1
50831,513.1,1
50832,388.6,1
50833,401.1,1
50834,387.6,1
50835,521.2,1
50836,398.0,1
50837,388.7,1
50838,392.2,1
50839,531.9,1
50840,384.8,1
50841,387.2,1
50842,424.5,1
50843,504.3,1
50844,397.1,1
50845,381.6,1
50846,393.7,1
50847,525.3,1
50848,388.3,1
50849,391.9,1
50850,397.2,1
50851,519.5,1
50852,389.1,1
50853,399.9,1
50854,389.2,1
50855,520.4,1
50856,398.7,1
50857,384.2,1
50858,397.9,1
50859,535.3,1
50860,525.0,1
50861,519.6,1
50862,537.3,1
50863,521.1,1
50864,559.0,1
50865,604.4,1
50866,514.0,1
50867,388.2,1
50868,398.4,1
50869,539.1,1
50870,515.3,1
50871,516.6,1
50872,550.2,1
50873,515.3,1
50874,518.2,1
50875,558.2,1
50876,491.9,1
50877,508.5,1
50878,397.2,1
50879,380.7,1
50880,534.0,1
50881,386.7,1
50882,386.7,1
50883,407.2,1
50884,517.5,1
50885,388.6,1
50886,395.1,1
50887,395.9,1
50888,533.9,1
50889,512.9,1
50890,572.1,1
50891,465.5,1
50892,519.6,1
50893,389.2,1
50894,399.5,1
50895,528.0,1
50896,387.7,1
50897,395.8,1
50898,399.1,1
50899,517.7,1
50900,389.6,1
50901,382.3,1
50902,423.2,1
50903,593.3,1
50904,445.0,0
50905,525.3,1
50906,514.4,1
50907,529.4,0
50908,383.3,1
50909,389.9,1
50910,518.8,1
50911,391.2,1
50912,434.8,0
50913,484.4,1
50914,394.8,1
50915,390.4,1
50916,393.8,1
50917,389.5,1
50918,539.0,1
50919,388.9,1
50920,388.8,1
50921,394.8,1
50922,523.4,1
50923,380.4,1
50924,399.0,1
50925,392.5,1
50926,523.4,1
50927,393.4,1
50928,385.3,1
50929,391.6,1
50930,397.4,1
50931,519.2,1
50932,394.9,1
50933,397.8,1
50934,534.4,1
50935,393.4,1
50936,386.0,1
50937,433.6,1
50938,485.0,1
50939,382.9,1
50940,400.3,1
50941,380.7,1
50942,530.7,1
50943,387.9,1
50944,396.4,1
50945,393.6,1
50946,385.2,1
50947,538.3,1
50948,384.9,1
50949,401.0,1
50950,526.1,1
50951,399.2,1
50952,509.8,1
50953,425.0,1
50954,496.2,1
50955,526.9,1
50956,515.5,1
50957,524.9,1
50958,380.2,1
50959,392.6,1
50960,398.9,1
50961,390.2,1
50962,388.9,1
50963,529.9,1
50964,408.0,1
50965,510.4,1
50966,418.0,1
50967,499.0,1
50968,581.7,1
50969,467.0,1
50970,510.8,1
50971,401.2,1
50972,518.7,1
50973,394.4,1
50974,392.5,1
50975,389.0,1
50976,522.9,1
50977,403.0,1
50978,385.1,1
50979,392.4,1
50980,599.6,0
50981,468.1,1
50982,517.5,1
50983,521.0,1
50984,384.0,1
50985,518.8,1
50986,391.0,1
50987,530.6,1
50988,392.7,1
50989,392.7,1
50990,393.9,1
50991,386.2,1
50992,398.5,1
50993,413.2,1
50994,505.2,1
50995,525.1,1
50996,401.8,1
50997,531.6,1
50998,520.8,1
50999,504.9,1
51000,400.0,1
51001,537.4,1
51002,517.6,1
51003,514.5,1
51004,535.0,1
51005,524.0,1
51006,381.0,1
51007,400.1,1
51008,518.8,1
51009,523.6,1
51010,405.8,1
51011,515.6,1
51012,515.7,1
51013,521.3,1
51014,393.6,1
51015,534.9,1
51016,518.5,1
51017,386.9,1
51018,392.5,1
51019,392.4,1
51020,523.0,1
51021,385.0,1
51022,391.2,1
51023,394.9,1
51024,393.5,1
51025,397.1,1
51026,407.9,1
51027,507.1,1
51028,528.0,1
51029,522.1,1
51030,520.6,1
51031,521.5,1
51032,386.2,1
51033,389.1,1
51034,398.4,1
51035,532.0,1
51036,384.8,1
51037,396.0,1
51038,386.8,1
51039,532.8,1
51040,393.1,1
51041,397.5,1
51042,399.0,1
51043,510.2,1
51044,398.5,1
51045,389.0,1
51046,388.7,1
51047,518.1,1
51048,396.5,1
51049,388.1,1
51050,397.3,1
51051,526.7,1
51052,389.6,1
51053,383.6,1
51054,402.5,1
51055,521.3,1
51056,402.2,1
51057,459.8,1
51058,450.0,1
51059,518.3,1
51060,403.6,1
51061,386.8,1
51062,386.7,1
51063,402.5,1
51064,388.2,1
51065,386.0,1
51066,397.0,1
51067,530.2,1
51068,386.4,1
51069,392.2,1
51070,390.2,1
51071,535.4,1
51072,378.3,1
51073,400.7,1
51074,392.4,0
51075,384.6,1
51076,533.9,1
51077,392.3,1
51078,398.6,1
51079,390.4,1
51080,518.5,1
51081,384.2,1
51082,398.4,1
51083,398.0,1
51084,526.4,1
51085,389.5,1
51086,385.2,1
51087,398.6,1
51088,526.3,1
51089,376.5,1
51090,400.1,1
51091,390.8,1
51092,531.4,1
51093,389.4,1
51094,386.3,1
51095,391.8,1
51096,518.0,1
51097,405.5,1
51098,401.9,1
51099,376.1,1
51100,528.0,1
51101,392.6,1
51102,393.3,1
51103,388.5,1
51104,529.7,1
51105,394.4,1
51106,419.4,1
51107,508.6,1
51108,525.8,1
51109,512.9,1
51110,520.7,1
51111,513.5,1
51112,407.8,1
51113,388.6,1
51114,383.2,1
51115,531.4,1
51116,393.6,1
51117,376.8,1
51118,403.5,1
51119,394.3,1
51120,522.6,1
51121,389.7,1
51122,389.8,1
51123,401.8,1
51124,510.9,1
51125,400.5,1
51126,385.8,1
51127,387.8,1
51128,541.9,1
51129,393.3,1
51130,382.8,1
51131,397.2,1
51132,520.4,1
51133,406.9,1
51134,386.3,1
51135,451.4,1
51136,459.4,1
51137,383.7,1
51138,402.5,1
51139,393.0,1
51140,518.3,1
51141,390.4,1
51142,395.4,1
51143,388.2,1
51144,535.5,1
51145,383.8,1
51146,389.0,1
51147,392.6,1
51148,525.5,1
51149,392.3,1
51150,386.6,1
51151,395.6,1
51152,525.3,1
51153,390.8,1
51154,396.2,1
51155,395.9,1
51156,519.6,1
51157,392.5,1
51158,397.5,1
51159,388.0,1
51160,390.5,1
51161,527.8,1
51162,394.1,1
51163,388.5,1
51164,397.8,1
51165,519.0,1
51166,391.7,1
51167,396.3,1
51168,387.9,1
51169,552.3,1
51170,530.2,1
51171,504.3,1
51172,513.1,1
51173,518.1,1
51174,395.1,1
51175,418.0,1
51176,505.2,1
51177,384.9,1
51178,394.3,1
51179,410.3,1
51180,502.2,1
51181,421.1,1
51182,502.2,1
51183,399.1,1
51184,517.0,1
51185,521.4,1
51186,389.7,1
51187,395.5,1
51188,387.8,1
51189,394.0,1
51190,390.8,1
51191,406.1,1
51192,410.8,1
51193,515.0,1
51194,518.9,1
51195,514.9,1
51196,527.5,1
51197,378.4,1
51198,392.5,1
51199,396.8,1
51200,534.5,1
51201,380.0,1
51202,408.0,1
51203,378.3,1
51204,524.4,1
51205,401.2,1
51206,375.8,1
51207,403.7,1
51208,519.8,1
51209,390.7,1
51210,399.7,1
51211,385.0,1
51212,522.6,1
51213,396.6,1
51214,401.3,1
51215,383.8,1
51216,526.1,1
51217,390.7,1
51218,390.2,1
51219,394.1,1
51220,523.8,1
51221,397.9,1
51222,387.7,1
51223,395.2,1
51224,521.2,1
51225,393.2,1
51226,396.7,1
51227,394.4,1
51228,514.9,1
51229,391.9,1
51230,395.6,1
51231,411.3,1
51232,507.4,1
51233,390.1,1
51234,402.3,1
51235,379.9,1
51236,532.7,1
51237,385.5,1
51238,394.0,1
51239,392.5,1
51240,524.7,1
51241,394.0,1
51242,389.8,1
51243,394.0,1
51244,393.9,1
51245,532.8,1
51246,388.9,1
51247,391.4,1
51248,382.6,1
51249,529.6,1
51250,397.8,1
51251,401.5,1
51252,374.7,1
51253,524.5,1
51254,393.2,1
51255,392.1,1
51256,387.7,1
51257,528.2,1
51258,388.1,1
51259,394.2,1
51260,398.8,1
51261,518.0,1
51262,392.5,1
51263,397.6,1
51264,388.7,1
51265,522.8,1
51266,396.4,1
51267,389.4,1
51268,392.4,1
51269,528.0,1
51270,389.3,1
51271,389.6,1
51272,395.9,1
51273,523.1,1
51274,395.4,1
51275,392.4,1
51276,393.8,1
51277,530.4,1
51278,520.1,1
51279,384.9,1
51280,391.5,1
51281,397.6,0
51282,390.4,1
51283,392.1,1
51284,396.1,1
51285,390.0,1
51286,519.2,1
51287,420.8,1
51288,404.1,1
51289,497.6,1
51290,396.2,1
51291,377.9,1
51292,395.5,1
51293,408.0,1
51294,518.4,1
51295,385.6,1
51296,386.0,1
51297,399.5,1
51298,527.6,1
51299,386.3,1
51300,391.6,1
51301,401.0,1
51302,515.4,1
51303,397.2,1
51304,387.3,1
51305,397.4,1
51306,518.4,1
51307,391.1,1
51308,409.2,1
51309,381.0,1
51310,523.6,1
51311,390.2,1
51312,392.0,1
51313,398.9,1
51314,517.5,1
51315,393.8,1
51316,394.4,1
51317,391.6,0
51318,523.7,1
51319,394.5,1
51320,389.0,1
51321,392.3,1
51322,530.9,1
51323,388.1,1
51324,391.0,1
51325,409.4,1
51326,515.7,1
51327,384.8,1
51328,399.0,1
51329,389.1,1
51330,521.1,1
51331,405.2,1
51332,382.7,1
51333,390.3,1
51334,519.4,1
51335,395.3,1
51336,392.7,1
51337,398.1,1
51338,526.6,1
51339,383.9,1
51340,393.3,1
51341,408.0,1
51342,388.5,1
51343,514.0,1
51344,402.0,1
51345,395.0,1
51346,386.2,1
51347,523.7,1
51348,391.5,1
51349,392.1,1
51350,522.2,1
51351,385.9,1
51352,393.5,1
51353,395.1,1
51354,523.2,1
51355,393.3,1
51356,389.9,1
51357,394.3,1
51358,539.2,1
51359,510.4,1
51360,389.1,1
51361,400.9,1
51362,391.8,1
51363,394.2,1
51364,391.2,1
51365,401.9,1
51366,513.6,1
51367,392.5,1
51368,386.2,1
51369,389.1,1
51370,526.0,1
51371,392.3,1
51372,398.6,1
51373,390.2,1
51374,396.4,1
51375,386.4,1
51376,525.3,1
51377,389.6,1
51378,524.4,1
51379,402.0,1
51380,387.9,1
51381,388.5,1
51382,525.2,1
51383,388.3,1
51384,395.6,1
51385,391.5,1
51386,556.5,1
51387,508.2,1
51388,546.8,1
51389,498.0,1
51390,383.3,1
51391,519.7,1
51392,413.1,1
51393,510.6,1
51394,386.2,1
51395,388.8,1
51396,392.2,1
51397,527.8,1
51398,402.4,1
51399,380.3,1
51400,392.8,1
51401,547.1,1
51402,505.7,1
51403,388.3,0
51404,393.1,1
51405,395.7,1
51406,391.1,1
51407,388.5,1
51408,394.2,1
51409,526.5,1
51410,386.1,1
51411,396.1,1
51412,393.2,1
51413,522.1,1
51414,395.9,1
51415,393.1,1
51416,390.6,1
51417,526.8,1
51418,389.4,1
51419,395.4,1
51420,397.9,1
51421,513.9,1
51422,392.6,1
51423,397.0,1
51424,385.4,1
51425,527.1,1
51426,399.3,1
51427,387.3,1
51428,390.8,1
51429,528.1,1
51430,390.8,1
51431,392.0,1
51432,398.3,1
51433,518.6,1
51434,392.3,1
51435,392.5,1
51436,393.7,1
51437,522.8,1
51438,420.7,1
51439,496.5,1
51440,391.8,1
51441,392.8,1
51442,388.4,1
51443,394.9,1
51444,396.2,1
51445,521.3,1
51446,396.0,1
51447,391.7,1
51448,394.7,1
51449,388.5,1
51450,392.3,1
51451,398.0,1
51452,429.5,1
51453,500.4,1
51454,509.4,1
51455,385.5,1
51456,391.2,1
51457,528.2,1
51458,391.9,1
51459,392.3,1
51460,399.5,1
51461,517.5,1
51462,392.1,1
51463,394.6,1
51464,388.5,1
51465,529.1,1
51466,395.2,1
51467,385.3,1
51468,392.4,1
51469,564.2,1
51470,491.1,1
51471,520.2,1
51472,554.2,1
51473,500.6,1
51474,387.9,1
51475,390.3,1
51476,519.2,1
51477,396.4,1
51478,393.0,1
51479,399.0,1
51480,385.4,1
51481,411.3,1
51482,376.3,1
51483,385.9,1
51484,543.4,1
51485,516.5,1
51486,520.4,1
51487,523.4,1
51488,522.8,1
51489,385.8,1
51490,390.1,1
51491,539.9,1
51492,392.3,1
51493,387.7,1
51494,388.3,1
51495,523.3,1
51496,394.5,1
51497,389.5,1
51498,390.1,1
51499,394.7,1
51500,525.9,1
51501,390.4,1
51502,398.6,1
51503,388.0,1
51504,516.1,1
51505,396.0,1
51506,393.0,1
51507,395.4,1
51508,523.5,1
51509,394.8,1
51510,397.7,1
51511,395.8,1
51512,521.6,1
51513,389.9,1
51514,392.4,1
51515,388.5,1
51516,518.0,1
51517,403.3,1
51518,388.1,1
51519,389.9,1
51520,523.6,1
51521,390.1,1
51522,394.6,1
51523,405.5,1
51524,514.8,1
51525,386.5,1
51526,388.1,1
51527,399.8,1
51528,521.7,1
51529,392.8,1
51530,392.1,1
51531,394.1,1
51532,526.8,1
51533,388.7,1
51534,391.4,1
51535,390.4,1
51536,531.6,1
51537,389.3,1
51538,396.1,1
51539,391.8,1
51540,426.9,1
51541,507.7,1
51542,510.8,1
51543,515.2,1
51544,386.2,1
51545,396.6,1
51546,399.7,1
51547,385.3,1
51548,388.7,1
51549,395.5,1
51550,398.9,1
51551,390.0,1
51552,401.4,1
